ipeds_id,name,address,city,state,zip_code,website,phone,president_name,president_title,control_type,size_category,region
101143,Enterprise State Community College,600 Plaza Drive,Enterprise,AL,36330-1300,www.escc.edu/,3343472623,Danny Long,President,Public,Small,Southeast
101161,Coastal Alabama Community College,1900 U S Highway 31 South,Bay Minette,AL,36507-2698,www.coastalalabama.edu/,2515802100,Craig Pouncey,President,Public,Medium,Southeast
101189,Faulkner University,5345 Atlanta Hwy,Montgomery,AL,36109-3390,www.faulkner.edu/,3342725820,Mitch Henry,President,Private nonprofit,Small,Southeast
101240,Gadsden State Community College,1001 George Wallace Dr,Gadsden,AL,35903,www.gadsdenstate.edu/,2565498200,Dr. Kathy L. Murphy,President,Public,Small,Southeast
101277,New Beginning College of Cosmetology,421 Martling Road,Albertville,AL,35951,www.nbccosmetology.com/,2568786430,Amanda Baugh,DIRECTOR,Private for-profit,Very small,Southeast
101286,George C Wallace Community College-Dothan,1141 Wallace Drive,Dothan,AL,36303-9234,www.wallace.edu/,3349833521,Linda C Young,President,Public,Small,Southeast
101295,George C Wallace State Community College-Hanceville,801 Main St NW,Hanceville,AL,35077-2000,https://www.wallacestate.edu/,2563528000,Vicki P. Karolewics,President,Public,Medium,Southeast
101301,George C Wallace State Community College-Selma,3000 Earl Goodwin Parkway,Selma,AL,36702-2808,https://www.wccs.edu/,3348769227,Dr. James M. Mitchell,President,Public,Small,Southeast
101365,Herzing University-Birmingham,280 West Valley Ave,Birmingham,AL,35209,https://www.herzing.edu/,2059162800,Sarah Higgins,President,Private nonprofit,Very small,Southeast
101435,Huntingdon College,1500 East Fairview Avenue,Montgomery,AL,36106-2148,https://www.huntingdon.edu/,3348334497,J. Cameron West,President,Private nonprofit,Very small,Southeast
101453,Heritage Christian University,3625 Helton Dr,Florence,AL,35630-9977,www.hcu.edu/,2567666610,W. Kirk Brothers,President,Private nonprofit,Very small,Southeast
101462,J. F. Drake State Community and Technical College,3421 Meridian St N,Huntsville,AL,35811,https://drakestate.edu/,2565398161,Dr. Patricia Sims,President,Public,Small,Southeast
101471,J F Ingram State Technical College,5375 Ingram Rd,Deatsville,AL,36022,www.istc.edu/,3.34E+13,Annette Funderburk,President,Public,Very small,Southeast
101480,Jacksonville State University,700 Pelham Road North,Jacksonville,AL,36265,www.jsu.edu/,2567825781,Don Killingsworth,President,Public,Medium,Southeast
101505,Jefferson State Community College,2601 Carson Rd,Birmingham,AL,35215-3098,www.jeffersonstate.edu/,2058531200,Keith Brown,President,Public,Medium,Southeast
101514,John C Calhoun State Community College,6250 U S Highway 31 N,Tanner,AL,35671,https://calhoun.edu/,2563062500,Dr. Jimmy Hodges,President,Public,Medium,Southeast
101569,Lawson State Community College,3060 Wilson Rd SW,Birmingham,AL,35221-1717,www.lawsonstate.edu/,2059252515,Dr. Cynthia Anthony,President,Public,Small,Southeast
101587,University of West Alabama,Station One,Livingston,AL,35470,www.uwa.edu/,2056523400,Dr. Ken Tucker,President,Public,Medium,Southeast
101602,Lurleen B Wallace Community College,1000 Dannelly Blvd.,Andalusia,AL,36420-1224,https://www.lbwcc.edu/,3342226591,Brock Kelley,President,Public,Small,Southeast
101648,Marion Military Institute,1101 Washington St,Marion,AL,36756-3207,www.marionmilitary.edu/,8006641842,Col David J. Mollahan,President,Public,Very small,Southeast
101675,Miles College,5500 Myron Massey Blvd,Fairfield,AL,35064-2621,https://www.miles.edu/,2.06E+13,Bobbie Knight,President,Private nonprofit,Small,Southeast
101693,University of Mobile,5735 College Parkway,Mobile,AL,36613-2842,https://www.umobile.edu/,2516755990,Dr. Lonnie Burnett,President,Private nonprofit,Small,Southeast
101709,University of Montevallo,Station 6001,Montevallo,AL,35115-6000,www.montevallo.edu/,2056656155,John W. Stewart III,President,Public,Small,Southeast
101736,Northwest Shoals Community College,800 George Wallace Blvd,Muscle Shoals,AL,35661,https://www.nwscc.edu/,2563315200,Jeff Goodwin,President,Public,Small,Southeast
101879,University of North Alabama,One Harrison Plaza,Florence,AL,35632-0001,https://www.una.edu/,2567654100,Kenneth D. Kitts,President,Public,Large,Southeast
101897,Northeast Alabama Community College,138  Highway 35,Rainsville,AL,35986,https://www.nacc.edu/,2.57E+13,J. David Campbell,President,Public,Small,Southeast
101912,Oakwood University,7000 Adventist Blvd NW,Huntsville,AL,35896,https://www2.oakwood.edu/,2567267000,Leslie Pollard,President,Private nonprofit,Small,Southeast
101994,Reid State Technical College,100 and Hwy 83,Evergreen,AL,36401,www.rstc.edu/,2515781313,Dr. Coretta Boykin,President,Public,Very small,Southeast
102030,Bishop State Community College,351 North Broad Street,Mobile,AL,36603-5898,www.bishop.edu/,2514057000,Olivier Charles,President,Public,Small,Southeast
102049,Samford University,800 Lakeshore Drive,Birmingham,AL,35229-2240,www.samford.edu/,2057262011,Dr. Beck Taylor,President,Private nonprofit,Medium,Southeast
102058,Selma University,"1501 Boynton St, Dinkins Hall",Selma,AL,36701,https://selmau.edu/,3.35E+12,Stanford Angion,President,Private nonprofit,Very small,Southeast
102067,Shelton State Community College,9500 Old Greensboro Rd,Tuscaloosa,AL,35405-8522,www.sheltonstate.edu/,2053912211,Dr. Chris Cox,President,Public,Small,Southeast
102076,Snead State Community College,102 Elder Street,Boaz,AL,35957-0734,www.snead.edu/,2565935120,Mr. Joe Whitmore,President,Public,Small,Southeast
102094,University of South Alabama,307 N University Blvd,Mobile,AL,36688-0002,www.southalabama.edu/,2514606101,Jo Bonner,President,Public,Large,Southeast
102234,Spring Hill College,4000 Dauphin St,Mobile,AL,36608-1780,https://www.shc.edu/,2513804000,Mary van Brunt,President,Private nonprofit,Very small,Southeast
102270,Stillman College,3601 Stillman Boulevard,Tuscaloosa,AL,35401,https://stillman.edu/,2053494240,Yolanda Page,President,Private nonprofit,Very small,Southeast
102298,Talladega College,627 West Battle Street,Talladega,AL,35160,www.talladega.edu/,2567616100,Dr. Gregory Vincent,President,Private nonprofit,Very small,Southeast
102313,H Councill Trenholm State Community College,1225 Air Base Blvd,Montgomery,AL,36108-3199,www.trenholmstate.edu/,3344204200,Dr. Kemba Chambers,President,Public,Small,Southeast
102368,Troy University,University Avenue,Troy,AL,36082-0001,www.troy.edu/,3346703100,"Dr. Jack Hawkins, Jr.",Chancellor,Public,Large,Southeast
102377,Tuskegee University,"Kresge Center, 3rd Floor",Tuskegee,AL,36088-1920,www.tuskegee.edu/,3347278011,Dr. Charlotte P. Morris,President,Private nonprofit,Small,Southeast
102395,United States Sports Academy,One Academy Drive,Daphne,AL,36526-7055,www.ussa.edu/,2.52E+13,Dr. Steve Condon,President/CEO,Private nonprofit,Very small,Southeast
102429,Bevill State Community College,1411 Indiana Avenue,Jasper,AL,35501,www.bscc.edu/,2053870511,Dr. Joel Hagood,President,Public,Small,Southeast
102553,University of Alaska Anchorage,3211 Providence Drive,Anchorage,AK,99508,www.uaa.alaska.edu/,9077861800,Sean Parnell,Chancellor,Public,Large,Far West
102580,Alaska Bible College,248 E Elmwood Ave,Palmer,AK,99645,www.akbible.edu/,9077453201,David Ley,President,Private nonprofit,Very small,Far West
102614,University of Alaska Fairbanks,1731 South Chandalar Drive,Fairbanks,AK,99775,www.uaf.edu/,9074747034,Daniel M. White,Chancellor,Public,Medium,Far West
102632,University of Alaska Southeast,11066 Auke Lake Way,Juneau,AK,99801-8697,www.uas.alaska.edu/,8774654827,Aparna Palmer,Chancellor,Public,Small,Far West
102669,Alaska Pacific University,4101 University Dr,Anchorage,AK,99508,www.alaskapacific.edu/,9075611266,Dr. Janelle Vanasse,President,Private nonprofit,Very small,Far West
102711,Alaska Vocational Technical Center,PO Box 889,Seward,AK,99664-0889,www.avtec.edu/,9072243322,Cathy LeCompte,Director,Public,Very small,Far West
102845,Charter College,"2221 East Norhtern Lights Boulevard, Suite 120",Anchorage,AK,99508-4103,https://chartercollege.edu/,9072271000,Dr. Heather Allen,Director of Regulatory Affairs,Private for-profit,Small,Far West
103501,Alaska Career College,1415 E Tudor Road,Anchorage,AK,99507-1033,www.alaskacareercollege.edu/,9075637575,Jennifer A. Deitz,President,Private for-profit,Very small,Far West
103529,University of Alaska System of Higher Education,"2025 Yukon Drive, Suite 202 Butrovich Building",Fairbanks,AK,99775-5000,www.alaska.edu/,9074508000,Pat Pitney,President,Public,Unknown,Far West
103741,Empire Beauty School-Tucson,3030 E Speedway Blvd,Tucson,AZ,85716,www.empire.edu/,8009204593,Franklin K. Schoeneman,Chairman/CEO,Private for-profit,Very small,Southwest
103893,Carrington College-Phoenix North,2149 W Dunlap Avenue,Phoenix,AZ,85051-4063,https://carrington.edu/,6023935900,Mitch Charles,President,Private for-profit,Small,Southwest
103909,Carrington College-Mesa,1001 West Southern Avenue,Mesa,AZ,85210-5005,https://carrington.edu/,4807342378,Mitch Charles,President,Private for-profit,Very small,Southwest
103927,Carrington College-Tucson,201 North Bonita Avenue,Tucson,AZ,85745-2974,https://carrington.edu/,5203683028,Mitch Charles,President,Private for-profit,Very small,Southwest
103954,Arizona Academy of Beauty,5631 E Speedway Blvd,Tucson,AZ,85712,www.arizonaacademy.com/,5208854120,Carey White,Vice President/Owner,Private for-profit,Very small,Southwest
103963,Miller-Motte College-Arizona Automotive Institute,6829 N 46th Ave,Glendale,AZ,85301-3579,www.aai.edu/,6239347273,Lauren Marocco,Executive Director,Private for-profit,Very small,Southwest
104090,Brookline College-Phoenix,"2445 W. Dunlap Ave., Ste. 100",Phoenix,AZ,85021,www.brooklinecollege.edu/,8888751353,Don Corvin,Sr. Vice President of Compliance,Private for-profit,Very small,Southwest
104151,Arizona State University Campus Immersion,University Drive and Mill Avenue,Tempe,AZ,85287,www.asu.edu/,8552785080,Michael M. Crow,President,Public,Very large,Southwest
104160,Arizona Western College,2020 S. Avenue 8E,Yuma,AZ,85365-8834,https://www.azwestern.edu/,9283176000,Daniel Corr,President,Public,Medium,Southwest
104179,University of Arizona,1401 E University Blvd,Tucson,AZ,85721-0066,https://www.arizona.edu/,5206212211,Dr. Robert C. Robbins,President,Public,Very large,Southwest
104346,Central Arizona College,8470 N Overfield Rd,Coolidge,AZ,85128-9030,www.centralaz.edu/,5204945444,Jackie Elliott,President,Public,Medium,Southwest
104391,Charles of Italy Beauty College,"1987 McCulloch Blvd, Suite 205",Lake Havasu City,AZ,86403,www.charlesofitaly.edu/,9284536666,Charles Bartolomeo,Owner,Private for-profit,Very small,Southwest
104425,Cochise County Community College District,901 N Colombo Ave,Sierra Vista,AZ,85635-2317,https://www.cochise.edu/,5205150500,"J.D. Rottweiler, Ph.D.",President,Public,Small,Southwest
104443,Empire Beauty School-Chandler,2978 N Alma School Rd #1-3,Chandler,AZ,85224,www.empire.edu/,8009204593,Franklin K. Schoeneman,Chairman/CEO,Private for-profit,Very small,Southwest
104568,Avalon Institute-Mesa,2111 S Alma School Rd Ste 21,Mesa,AZ,85210,avalon.edu/mesa-az/,4808971688,Don Pobiak,COO,Private for-profit,Very small,Southwest
104577,Eastern Arizona College,615 N. Stadium Ave.,Thatcher,AZ,85552-0769,www.eac.edu/,9284288272,Todd Haynie,President,Public,Medium,Southwest
104586,Embry-Riddle Aeronautical University-Prescott,3700 Willow Creek Road,Prescott,AZ,86301-3720,prescott.erau.edu/,9287776600,"P. Barry Butler, Ph.D.",President,Private nonprofit,Small,Southwest
104665,The School of Architecture,"7610 E. McDonald Dr, Suite G",Scottsdale,AZ,85250,https://tsoa.edu/,4807504470,Chris Lasch,President,Private nonprofit,Very small,Southwest
104708,Glendale Community College,6000 W Olive Ave,Glendale,AZ,85302,www.gccaz.edu/,6238453000,Dr. Tiffany Hernandez,President,Public,Large,Southwest
104717,Grand Canyon University,3300 W Camelback Rd,Phoenix,AZ,85017,www.gcu.edu/,8008009776,Brian Mueller,President,Private for-profit,Very large,Southwest
105136,Maricopa Community College System Office,2411 W 14th St,Tempe,AZ,85281-6942,https://www.maricopa.edu/,4807318000,Dr. Steven Gonzales,Interim Chancellor,Public,Unknown,Southwest
105145,GateWay Community College,108 N. 40th Street,Phoenix,AZ,85034,www.gatewaycc.edu/,6023925000,Dr. Amy Diaz,Interim President,Public,Medium,Southwest
105154,Mesa Community College,1833 W Southern Ave,Mesa,AZ,85202,www.mesacc.edu/,4804617000,"Tammy Robinson, Ed.D.",President,Public,Large,Southwest
105206,Mohave Community College,1971 Jagerson Ave,Kingman,AZ,86409-1238,https://www.mohave.edu/,9287574331,Stacy Klippenstein,President,Public,Small,Southwest
105215,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,"10695 West Pierce Street, Suite 200",Avondale,AZ,85323,www.uti.edu/,8772012666,Adrian Cordova,Campus President,Private for-profit,Very small,Southwest
105297,Dine College,"Route 12, One Circle Drive",Tsaile,AZ,86556,https://www.dinecollege.edu/,9287246600,Charles Monty Roessel,President,Public,Small,Southwest
105330,Northern Arizona University,"1900 S Knoles Dr, Babbitt Administrative Center, Room 200",Flagstaff,AZ,86011-4092,https://nau.edu/,9285239011,José Luis Cruz Rivera,President,Public,Very large,Southwest
105349,Northland Pioneer College,2251 E. Navajo Blvd.,Holbrook,AZ,86025-0610,www.npc.edu/,8002667845,Chato Hazelbaker,College President,Public,Small,Southwest
105428,Phoenix College,1202 W Thomas Rd,Phoenix,AZ,85013,www.phoenixcollege.edu/,6022642492,Dr. Kimberly Britt,President,Public,Large,Southwest
105525,Pima Community College,4905C East  Broadway Blvd.,Tucson,AZ,85709-1275,www.pima.edu/,5202064500,Dolores Duran-Cerda,Chancellor,Public,Large,Southwest
105534,Pima Medical Institute-Tucson,"2121 N Craycroft Road, Bldg 1",Tucson,AZ,85712,https://pmi.edu/,5203261600,Todd Matthews,Campus Director,Private for-profit,Small,Southwest
105543,Pima Medical Institute-Albuquerque,4400 Cutler Avenue NE,Albuquerque,NM,87110,https://pmi.edu/,5058811234,Yuriana Lancaster,Campus Director,Private for-profit,Very small,Southwest
105589,Prescott College,220 Grove Ave,Prescott,AZ,86301,https://prescott.edu/,8773502100,Barbara Morris,President,Private nonprofit,Very small,Southwest
105659,Refrigeration School Inc,4210 E Washington Street,Phoenix,AZ,85034-1816,https://www.rsi.edu/,6022757133,David Eaker,Campus President,Private for-profit,Small,Southwest
105668,Rio Salado College,2323 W 14th St,Tempe,AZ,85281,www.rio.maricopa.edu/,4805178000,Dr. Kate Smith,President,Public,Large,Southwest
105677,Roberto-Venn School of Luthiery,1012 NW Grand Ave,Phoenix,AZ,85007,www.roberto-venn.com/,6022431179,William Eaton,Director,Private for-profit,Very small,Southwest
105747,Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,85256,www.scottsdalecc.edu/,4804236000,Dr. Eric Leshinskie,President,Public,Medium,Southwest
105792,South Mountain Community College,7050 S 24th St,Phoenix,AZ,85042,www.southmountaincc.edu/,6022438135,Dr. Richard Daniel,President,Public,Small,Southwest
105899,Arizona Christian University,1 W. Firestorm Way,Glendale,AZ,85306-3216,arizonachristian.edu/,6024895300,Len Munsil,President,Private nonprofit,Small,Southwest
106041,Universal Technical Institute of Arizona Inc,10695 West Pierce Street,Avondale,AZ,85323,www.uti.edu/,8005105845,Adrian Cordova,Campus President,Private for-profit,Small,Southwest
106148,Yavapai College,1100 E Sheldon St,Prescott,AZ,86301,https://www.yc.edu/,9284457300,Dr. Lisa Rhine,President,Public,Medium,Southwest
106245,University of Arkansas at Little Rock,2801 S University Ave,Little Rock,AR,72204,ualr.edu/www/,5015693000,Dr. Christina Drale,Chancellor,Public,Medium,Southeast
106263,University of Arkansas for Medical Sciences,4301 W Markham,Little Rock,AR,72205-7199,https://www.uams.edu/,5016867000,"Cam Patterson, M.D., MBA",Chancellor,Public,Small,Southeast
106306,Arkansas Baptist College,1600 Dr. Martin Luther King Jr. Drive,Little Rock,AR,72202-6068,https://www.arkansasbaptist.edu/,5014201200,Regina Favors,Interim President,Private nonprofit,Very small,Southeast
106315,Arkansas Beauty School-Little Rock,8521 Geyer Springs Road Unit 30,Little Rock,AR,72209,arbs.edu/,5015625673,Larry Robinson,CEO,Private for-profit,Very small,Southeast
106324,Arkansas Beauty College,109 N Commerce St,Russellville,AR,72801,https://www.arkansasbeautycollege.us/,4799683075,Barbara Ward,Owner & Instructor,Private for-profit,Very small,Southeast
106342,Lyon College,2300 Highland Road,Batesville,AR,72501,www.lyon.edu/,8703077000,Melissa Taverner,President,Private nonprofit,Very small,Southeast
106351,Arkansas Technical School,200 E Washington Ave,North Little Rock,AR,72114,www.arktech.edu/,5018916283,Gwendolyn Middleton,Campus President,Private for-profit,Very small,Southeast
106360,Arthur's Beauty College,2000 North B Street,Fort Smith,AR,72901-3342,www.arthursbeautycollege.com/,4797833301,Chris Strawn,Owner,Private for-profit,Very small,Southeast
106397,University of Arkansas,"1125 W Maple St, Administration Bldg 425",Fayetteville,AR,72701,https://www.uark.edu/,4795752000,Charles F. Robinson,Chancellor,Public,Very large,Southeast
106412,University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,www.uapb.edu/,8705758000,Laurence B. Alexander,Chancellor,Public,Small,Southeast
106449,Arkansas State University-Beebe,1000 Iowa Street,Beebe,AR,72012-1000,www.asub.edu/,5018823600,Jennifer Methvin,Chancellor,Public,Small,Southeast
106458,Arkansas State University,"2105 East, Aggie Road",Jonesboro,AR,72401,www.astate.edu/,8709722100,Todd Shields,Chancellor,Public,Large,Southeast
106467,Arkansas Tech University,"Administration Bldg 200, 1509 N Boulder Ave",Russellville,AR,72801-2222,https://www.atu.edu/,4799680389,Robin E Bowen,President,Public,Medium,Southeast
106485,University of Arkansas at Monticello,Highway 425 South,Monticello,AR,71656,www.uamont.edu/,8703676811,Dr. Peggy Doss,Chancellor,Public,Small,Southeast
106494,Arthur's Beauty College,2600 John Harden Drive,Jacksonville,AR,72076,arthursbeautycollege.com/,5019828987,Chris Strawn,Owner,Private for-profit,Very small,Southeast
106546,Baptist Health College Little Rock,11900 COLONEL GLENN RD STE 1000,Little Rock,AR,72210-2827,https://www.bhclr.edu/,5012026200,Karen James,Interim Chancellor,Private nonprofit,Very small,Southeast
106625,Black River Technical College,1410 Hwy 304 East,Pocahontas,AR,72455,www.blackrivertech.edu/,8702484000,Martin Eggensperger,President,Public,Small,Southeast
106704,University of Central Arkansas,201 Donaghey Ave,Conway,AR,72035-0001,www.uca.edu/,5014505000,Houston Davis,President,Public,Medium,Southeast
106713,Central Baptist College,1501 College Avenue,Conway,AR,72034,www.cbc.edu/,5013296872,Terry Kimbrow,President,Private nonprofit,Very small,Southeast
106795,Cossatot Community College of the University of Arkansas,183 College Drive,De Queen,AR,71832,www.cccua.edu/,8705844471,Dr. Steve Cole,Chancellor,Public,Small,Southeast
106810,Crowley's Ridge College,100 College Dr,Paragould,AR,72450,www.crc.edu/,8702366901,Richard Johnson,President,Private nonprofit,Very small,Southeast
106883,East Arkansas Community College,1700 Newcastle Rd,Forrest City,AR,72335-2204,https://www.eacc.edu/,8.71E+12,Dr. Cathie Cline,President,Public,Small,Southeast
106908,Paul Mitchell the School-Little Rock,4201 E McCain Blvd,North Little Rock,AR,72117,paulmitchell.edu/littlerock,5018011833,George Brunt,Owner,Private for-profit,Very small,Southeast
106980,National Park College,101 College Dr,Hot Springs,AR,71913,www.np.edu/,5017604222,John Hogan,President,Public,Small,Southeast
106999,University of Arkansas Community College-Batesville,2005 White Drive,Batesville,AR,72503-3350,www.uaccb.edu/,8706122000,Brian Shonk,Chancellor,Public,Small,Southeast
107044,Harding University,915 E. Market Ave.,Searcy,AR,72149-5615,www.harding.edu/,5012794000,Mike Williams,President,Private nonprofit,Small,Southeast
107071,Henderson State University,1100 Henderson Street,Arkadelphia,AR,71999-0001,https://www.hsu.edu/,8702305000,Charles Ambrose,Chancellor,Public,Small,Southeast
107080,Hendrix College,1600 Washington Ave,Conway,AR,72032-3080,https://www.hendrix.edu/,5013296811,Karen Petersen,President,Private nonprofit,Small,Southeast
107099,Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901,hotspringsbeautycollege.com/,5016244258,Andrea Causey,Chief Executive Officer,Private for-profit,Very small,Southeast
107123,Jefferson Regional School of Nursing,1600 West 40th Avenue,Pine Bluff,AR,71603,www.jrmc.org/,8705417858,Michelle Newton,Director,Private nonprofit,Very small,Southeast
107141,John Brown University,2000 W University St,Siloam Springs,AR,72761,https://www.jbu.edu/,4795249500,Dr Charles W. Pollard,President,Private nonprofit,Small,Southeast
107220,Career Academy of Hair Design,346 E. Robinson Ave,Springdale,AR,72764-7128,www.beautynwa.com/,4799860775,Jim Butenschoen,Administrator,Private for-profit,Very small,Southeast
107293,Academy of Salon and Spa,311 S 16th St,Fort Smith,AR,72901,www.academysalonspa.com/,4797825059,Alan Anderson,Vice President,Private for-profit,Very small,Southeast
107318,Arkansas State University Mid-South,2000 W.  Broadway,West Memphis,AR,72301-3829,www.asumidsouth.edu/,8707336722,Dr. Debra West,Chancellor,Public,Small,Southeast
107327,Arkansas Northeastern College,2501 S Division,Blytheville,AR,72316-1109,www.anc.edu/,8.71E+13,Dr. Chris Heigle,President,Public,Small,Southeast
107442,New Tyler Barber College Inc,1221 E 7th St,North Little Rock,AR,72114-4973,newtylerbarbercollege.edu/,5013750377,Ricky Bryant,President,Private for-profit,Very small,Southeast
107460,North Arkansas College,1515 Pioneer Drive,Harrison,AR,72601-5508,www.northark.edu/,8707433000,Rick Massengale,President,Public,Small,Southeast
107488,Northwest Technical Institute,709 S Old Missouri Rd,Springdale,AR,72764,www.nwti.edu/,47975188240,Melissa Greenslade,Director of Student Services,Public,Very small,Southeast
107512,Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998-0001,obu.edu/,8702455000,Ben R. Sells,President,Private nonprofit,Small,Southeast
107521,Arkansas State University Three Rivers,One College Circle,Malvern,AR,72104-0816,www.asutr.edu/,5.01E+13,Dr. Steve Rook,Chancellor,Public,Small,Southeast
107549,Ozarka College,218 College Dr,Melbourne,AR,72556-0010,https://www.ozarka.edu/,8703687371,Dr. Richard  L. Dawe,President,Public,Small,Southeast
107558,University of the Ozarks,415 N College Ave,Clarksville,AR,72830,https://ozarks.edu/,8002648636,Richard L.  Rich  Dunsworth,President,Private nonprofit,Very small,Southeast
107585,University of Arkansas Community College-Morrilton,1537 University Blvd.,Morrilton,AR,72110,www.uaccm.edu/,5019772000,Lisa Willenberg,Chancellor,Public,Small,Southeast
107600,Philander Smith University,900 W. Daisy Bates Drive,Little Rock,AR,72202-3799,https://www.philander.edu/,5013759845,Dr. Cynthia Bond-Hopson,Interim President and CEO,Private nonprofit,Very small,Southeast
107619,Phillips Community College of the University of Arkansas,1000 Campus Drive,Helena,AR,72342-0785,www.pccua.edu/,8703386474,Dr. Keith Pinchback,Chancellor,Public,Small,Southeast
107637,Southeast Arkansas College,1900 S Hazel Street,Pine Bluff,AR,71603,https://www.seark.edu/,8705435900,Dr. Steven Bloomberg,President,Public,Very small,Southeast
107655,University of Aesthetics & Cosmetology,460 North Washington,El Dorado,AR,71730-4009,https://www.pcec.edu/,8707768865,Robert F. Kelley,CEO,Private for-profit,Very small,Southeast
107664,University of Arkansas-Pulaski Technical College,3000 W Scenic Dr,North Little Rock,AR,72118-3347,uaptc.edu/,5018122200,Dr. Summer DeProw,Chancellor,Public,Small,Southeast
107725,University of Arkansas Hope-Texarkana,2500 S Main,Hope,AR,71801,www.uaht.edu/,8707775722,Dr. Christine Holt,Chancellor,Public,Small,Southeast
107743,University of Arkansas Community College Rich Mountain,1100 College Dr,Mena,AR,71953,https://www.uarichmountain.edu/,4793947622,Dr. Phillip Wilson,Chancellor,Public,Very small,Southeast
107789,Paul Mitchell the School-Arkansas,4156 N Steele Blvd,Fayetteville,AR,72703,https://paulmitchell.edu/arkansas/,4794425181,Greg Kellogg,Owner,Private for-profit,Very small,Southeast
107831,Searcy Beauty College,1004 S Main St,Searcy,AR,72143,searcybeautycollege.com/,5012686300,Kimberlee VanHook,Director,Private for-profit,Very small,Southeast
107840,Shorter College,604 Locust St,N Little Rock,AR,72114,www.shortercollege.edu/,5.01E+12,O. Jerome Green,President,Private nonprofit,Very small,Southeast
107877,Williams Baptist University,60 W Fulbright Avenue,Walnut Ridge,AR,72476,https://williamsbaptistuniversity.com/,8708866741,Dr. Stan Norman,President,Private nonprofit,Very small,Southeast
107974,South Arkansas College,300 S West Ave,El Dorado,AR,71731-7010,www.southark.edu/,8708628131,Dr. Stephanie Tully-Dartez,Interim President,Public,Small,Southeast
107983,Southern Arkansas University Main Campus,100 E. University,Magnolia,AR,71753,https://www.saumag.edu/,8702354000,Trey Berry,President,Public,Medium,Southeast
107992,Southern Arkansas University Tech,6415 Spellman Road,Camden,AR,71701-1906,www.sautech.edu/,8705744500,Gaye Manning,Interim Chancellor,Public,Very small,Southeast
108056,University of Arkansas System Office,2404 N University,Little Rock,AR,72207-3608,www.uasys.edu/,5016862500,Dr. Donald R. Bobbitt,President,Public,Unknown,Southeast
108065,Velvatex College of Beauty Culture,1520 Martin Luther King Dr,Little Rock,AR,72202-5452,www.velvatexcollege.com/,5012403810,Barbara Douglas,Owner,Private for-profit,Very small,Southeast
108092,University of Arkansas-Fort Smith,5210 Grand Ave,Fort Smith,AR,72913-3649,https://uafs.edu/,4797887000,Terisa Riley,Chancellor,Public,Medium,Southeast
108232,Academy of Art University,79 New Montgomery,San Francisco,CA,94105,www.academyart.edu/,8005442787,Elisa Stephens,President,Private for-profit,Medium,Far West
